postid,links,tags,title,question,answers,uniq,raw,words,len,ratio,probability
9559,https://api.github.com/repos/golang/go/issues/9559,issue,crypto aes newciph accept byte aes key,go version accord doc newciph creat return new cipher block key argument aes key byte compar length iv block blocksiz return const aes key must byte,confus key iv thing key byte aes iv must byte match block intend,3,7,crypt|aes|cipher,47,0.14893617021276595,0.4606824219226837
25638,https://api.github.com/repos/ansible/ansible/issues/25638,issue,fail connect host via ssh,issu ansibl use someon help xxxxxxx unreach chang fals msg fail connect host via ssh openssh p ubuntu ubuntu openssl g mar rdebug read configur data etc ssh ssh config rdebug etc ssh ssh config line appli option rdebug auto mux tri exist master rdebug control socket home ubuntu ansibl cp b c ea exist rdebug resolv xxxxxxx port rdebug ssh connect direct needpriv rdebug connect xxxxxxx xxxxxxx port rdebug fd set nonblock rdebug fd clear nonblock rdebug connect establish rdebug timeout ms remain connect rdebug key load public file directori rdebug ident file home ubuntu ssh id rsa type rdebug key load public file directori rdebug ident file home ubuntu ssh id rsa cert type rdebug key load public file directori rdebug ident file home ubuntu ssh id dsa type rdebug key load public file directori rdebug ident file home ubuntu ssh id dsa cert type rdebug key load public file directori rdebug ident file home ubuntu ssh id ecdsa type rdebug key load public file directori rdebug ident file home ubuntu ssh id ecdsa cert type rdebug ident file home ubuntu ssh id ed type rdebug key load public file directori rdebug ident file home ubuntu ssh id ed cert type rdebug enabl compat mode protocol rdebug local version string ssh openssh p ubuntu ubuntu rdebug remot protocol version remot softwar version openssh p ubuntu ubuntu rdebug match openssh p ubuntu ubuntu pat openssh compat x rdebug fd set nonblock rdebug authent xxxxxxx ubuntu rdebug hostkey foreach read file home ubuntu ssh known host rdebug record hostkey found key type ecdsa file home ubuntu ssh known host rdebug load hostkey load key xxxxxxx rdebug order hostkeyalg prefer hostkeyalg ecdsa sha nistp cert v send packet type rdebug ssh msg kexinit sent rdebug receiv packet type rdebug ssh msg kexinit receiv rdebug local client kexinit propos rdebug kex algorithm curv sha host key algorithm ecdsa sha nistp cert v cipher cto chacha poli cipher stoc chacha poli mac cto umac etmmac stoc umac etmcompress cto zlibcompress stoc zliblanguag cto rdebug languag stoc rdebug first kex follow rdebug reserv rdebug peer server kexinit propos rdebug kex algorithm curv sha host key algorithm ssh rsa rsa sha rsa sha ecdsa sha nistp ssh ed rdebug cipher cto chacha poli cipher stoc chacha poli mac cto umac etmmac stoc umac etmcompress cto none zlibcompress stoc none zliblanguag cto rdebug languag stoc rdebug first kex follow rdebug reserv rdebug kex algorithm curv sha kex host key algorithm ecdsa sha nistp rdebug kex server client cipher chacha poli mac compress zlibkex client server cipher chacha poli mac compress zlibsend packet type rdebug expect ssh msg kex ecdh repli rdebug receiv packet type rdebug server host key ecdsa sha nistp sha fwwlisg uhkvqluolwmvnxlp qznmisffirlvi kyu rdebug hostkey foreach read file home ubuntu ssh known host rdebug record hostkey found key type ecdsa file home ubuntu ssh known host rdebug load hostkey load key xxxxxxx rdebug host xxxxxxx known match ecdsa host key rdebug found key home ubuntu ssh known host rdebug send packet type rdebug newkey mode rdebug rekey block rdebug ssh msg newkey sent rdebug expect ssh msg newkey rdebug receiv packet type rdebug newkey mode rdebug rekey block rdebug ssh msg newkey receiv rdebug key home ubuntu ssh id rsa nil rdebug key home ubuntu ssh id dsa nil rdebug key home ubuntu ssh id ecdsa nil rdebug key home ubuntu ssh id ed x f e rdebug send packet type rdebug receiv packet type rdebug ssh msg ext info receiv rdebug kex input ext info server sig alg rdebug receiv packet type rdebug servic accept ssh userauth rdebug ssh msg servic accept receiv rdebug send packet type rdebug receiv packet type rdebug authent continu publickey password rdebug start pass differ list publickey password rdebug prefer gssapi mic gssapi keyex hostbas publickey rdebug authmethod lookup publickey rdebug remain prefer gssapi keyex hostbas publickey rdebug authmethod enabl publickey rdebug next authent method publickey rdebug tri privat key home ubuntu ssh id rsa rdebug ident home ubuntu ssh id rsa file directori rdebug tri privat key home ubuntu ssh id dsa rdebug ident home ubuntu ssh id dsa file directori rdebug tri privat key home ubuntu ssh id ecdsa rdebug ident home ubuntu ssh id ecdsa file directori rdebug offer ed public key home ubuntu ssh id ed rdebug send pubkey test rdebug send packet type rdebug sent publickey packet wait repli rdebug receiv packet type rdebug authent continu publickey password rdebug send packet disabl method rdebug authent method try rpermiss deni publickey password r unreach true,see probabl noth ansibl experi see error mean permiss wrongli assign time check key try sshing host inventori use user assign playbook like see error consol need look user directori list permiss must sourc destin refer ubuntu ssh key assist use resourc ubuntu greet thank take time open issu order commun handl issu effect need bit inform item find descript issu type ansibl version compon name pleas descript issu bot fix,14,111,ssh|openssh|openssl|rsa|dsa|ecdsa|authentication|sha|cipher|password|private key|public key|signing|scripting,839,0.13230035756853398,0.4605220556259155
5850,https://api.github.com/repos/gogs/gogs/issues/5850,pr,tls updat default curveprefer ciphersuit,enabl x curv reorder curv list improv key exchang perform enabl ecdsa cipher ec cert enabl chacha poli cipher disabl rsa key exchang algorithm provid pfs disabl non aead cipher,thank,4,7,tls|cipher|ecdsa|rsa,37,0.1891891891891892,0.4601231813430786
820,https://api.github.com/repos/envoyproxy/envoy/issues/820,pr,ssl add ecdh rsa aes sha cipher suit,tlsv cipher suit accident remov,,5,6,ssl|rsa|aes|sha|cipher,14,0.42857142857142855,0.45788881182670593
4361,https://api.github.com/repos/golang/go/issues/4361,issue,crypto rsa public key separ privat key,visan ovidiu public key embed privat key key separ eg privatekey publickey err rsa generatekey rand reader,comment must kind link two key think emb pub key privat key make sens comment privat key without piec public key avail rsa work statu chang workingasintend comment visan ovidiu ok thank,5,12,crypt|rsa|public key|private key|availability,57,0.21052631578947367,0.4568456709384918
1310,https://api.github.com/repos/vlang/v/issues/1310,pr,vlib crypto aes,add crypto aes far cipher block chain cbc mode rest,,4,6,crypt|aes|cipher|cbc,14,0.42857142857142855,0.45582321286201477
17724,https://api.github.com/repos/cocos2d/cocos2d-x/issues/17724,issue,coco socketio support ssl public key rsa sha signatur,socketio sha ssl sha rsa websocket error receiv sha ssl,creat creat aliyun req new node sha newkey rsa keyout mypriv key mydomain csr,5,13,ssl|public key|rsa|sha|signature,34,0.38235294117647056,0.44656142592430115
13698,https://api.github.com/repos/golang/go/issues/13698,issue,x crypto ssh common algorithm,ssh handshak fail ssh common algorithm client server cipher client offer aes ctr aes ctr aes ctr aes gcmarcfour arcfour server offer des cbc aes cbc aes cbc aes cbc,enabl insecur cbc algorithm manual patch x crypto ssh merg,6,20,crypt|ssh|cipher|aes|cbc|insecure,46,0.43478260869565216,0.44609758257865906
719,https://api.github.com/repos/hwdsl2/setup-ipsec-vpn/issues/719,issue,tp link tl war l ipsec,ipsec statu use kernel interfac netkey interfac lo lo interfac lo lo interfac eth eth interfac eth eth fip mode disabl selinux disabl seccomp unsupport config setup option configdir etc configfil etc ipsec conf secret etc ipsec secret ipsecdir etc ipsec nssdir etc ipsec dumpdir run pluto statsbin unset sbindir usr local sbin libexecdir usr local libexec ipsec pluto version pluto vendorid oe libreswan nhelper uniqueid dnssec enabl perpeerlog logappend yes logip yes shuntlifetim xfrmlifetim ddo cooki threshold ddo max halfopen ddo mode auto ikeport ikebuf msg errqueu yes strictcrlpolici crlcheckinterv listen nflog ocsp enabl ocsp strict ocsp timeout ocsp uri ocsp trust name ocsp cach size ocsp cach min age ocsp cach max age ocsp method global redirect global redirect secctx attr type debug nat travers yes keep aliv nat ikeport virtual privat priv allow subnet exclud subnet kernel algorithm support algorithm esp encrypt name des cbc keysizemin keysizemax algorithm esp encrypt name aes cbc keysizemin keysizemax algorithm esp encrypt name aes ccm keysizemin keysizemax algorithm esp encrypt name aes ccm keysizemin keysizemax algorithm esp encrypt name aes ccm keysizemin keysizemax algorithm esp encrypt name aes ctr keysizemin keysizemax algorithm esp encrypt name aes gcm keysizemin keysizemax algorithm esp encrypt name aes gcm keysizemin keysizemax algorithm esp encrypt name aes gcm keysizemin keysizemax algorithm esp encrypt name camellia cbc keysizemin keysizemax algorithm esp encrypt name chacha poli keysizemin keysizemax algorithm esp encrypt name null keysizemin keysizemax algorithm esp encrypt name null auth aes gmac keysizemin keysizemax algorithm esp encrypt name serpent cbc keysizemin keysizemax algorithm esp encrypt name twofish cbc keysizemin keysizemax algorithm ah esp auth name aes cmac key length algorithm ah esp auth name aes xcbc key length algorithm ah esp auth name hmac md key length algorithm ah esp auth name hmac sha key length algorithm ah esp auth name hmac sha key length algorithm ah esp auth name hmac sha truncbug key length algorithm ah esp auth name hmac sha key length algorithm ah esp auth name hmac sha key length algorithm ah esp auth name none key length ike algorithm support algorithm ike encrypt v id v name oakley des cbc v id v name des blocksiz keydeflen algorithm ike encrypt v id v name oakley camellia cbc v id v name camellia cbc blocksiz keydeflen algorithm ike encrypt v id v name n v id v name aes gcm c blocksiz keydeflen algorithm ike encrypt v id v name n v id v name aes gcm b blocksiz keydeflen algorithm ike encrypt v id v name n v id v name aes gcm blocksiz keydeflen algorithm ike encrypt v id v name oakley aes ctr v id v name aes ctr blocksiz keydeflen algorithm ike encrypt v id v name oakley aes cbc v id v name aes cbc blocksiz keydeflen algorithm ike encrypt v id v name oakley serpent cbc v id v name serpent cbc blocksiz keydeflen algorithm ike encrypt v id v name oakley twofish cbc v id v name twofish cbc blocksiz keydeflen algorithm ike encrypt v id v name oakley twofish cbc ssh v id v name twofish cbc ssh blocksiz keydeflen algorithm ike encrypt v id v name n v id v name chacha poli blocksiz keydeflen algorithm ike prf name hmac md hashlen algorithm ike prf name hmac sha hashlen algorithm ike prf name hmac sha hashlen algorithm ike prf name hmac sha hashlen algorithm ike prf name hmac sha hashlen algorithm ike prf name aes xcbc hashlen algorithm ike dh key exchang name modp bit algorithm ike dh key exchang name modp bit algorithm ike dh key exchang name modp bit algorithm ike dh key exchang name modp bit algorithm ike dh key exchang name modp bit algorithm ike dh key exchang name modp bit algorithm ike dh key exchang name modp bit algorithm ike dh key exchang name dh bit algorithm ike dh key exchang name dh bit algorithm ike dh key exchang name dh bit stat db ops curr cnt total cnt maxsz context tran attr connect list l tp psk unrout erout owner l tp psk orient ip unset ip unset updown ipsec updown l tp psk xauth us none xauth none usernam usernam l tp psk auth secret auth secret l tp psk modecfg info us none none modecfg polici push dns unset domain unset banner unset cat unset l tp psk label ipsec l tp psk polici label unset l tp psk ike life ipsec life replay window rekey margin rekey fuzz keyingtri l tp psk retransmit interv ms retransmit timeout l tp psk initi contact cisco uniti fake strongswan send vendorid send esp tfc l tp psk polici psk encrypt dont rekey ikev allow saref track ike frag allow esn l tp psk conn prio interfac eth metric mtu unset sa prio auto sa tfc none l tp psk nflog group unset mark unset vti ifac unset vti rout vti share nic offload auto l tp psk idtyp id ipv addr id idtyp none id none l tp psk dpd action clear delay timeout nat encap yes nat keepal yes ikev natt l tp psk newest isakmp sa newest ipsec sa l tp psk ike algorithm des cbc hmac md modp des cbc hmac sha modp l tp psk esp algorithm des cbc hmac md des cbc hmac sha l tp psk erout erout owner l tp psk orient ip unset ip unset updown ipsec updown l tp psk xauth us none xauth none usernam usernam l tp psk auth secret auth secret l tp psk modecfg info us none none modecfg polici push dns unset domain unset banner unset cat unset l tp psk label ipsec l tp psk polici label unset l tp psk ike life ipsec life replay window rekey margin rekey fuzz keyingtri l tp psk retransmit interv ms retransmit timeout l tp psk initi contact cisco uniti fake strongswan send vendorid send esp tfc l tp psk polici psk encrypt dont rekey ikev allow saref track ike frag allow esn l tp psk conn prio interfac eth metric mtu unset sa prio auto sa tfc none l tp psk nflog group unset mark unset vti ifac unset vti rout vti share nic offload auto l tp psk idtyp id ipv addr id idtyp id ipv addr id l tp psk dpd action clear delay timeout nat encap yes nat keepal yes ikev natt l tp psk newest isakmp sa newest ipsec sa l tp psk ike algorithm des cbc hmac md modp des cbc hmac sha modp l tp psk ikev algorithm newest des cbc hmac md modp l tp psk esp algorithm des cbc hmac md des cbc hmac sha l tp psk esp algorithm newest des cbc hmac sha pfsgroup xauth psk ms xs c mc xc c unrout erout owner xauth psk orient ip unset ip unset updown ipsec updown xauth psk xauth us server xauth client xauthbi file usernam usernam xauth psk auth secret auth secret xauth psk modecfg info us server client modecfg polici pull dns domain unset banner unset cat unset xauth psk label ipsec xauth psk polici label unset xauth psk ike life ipsec life replay window rekey margin rekey fuzz keyingtri xauth psk retransmit interv ms retransmit timeout xauth psk initi contact cisco uniti yes fake strongswan send vendorid send esp tfc xauth psk polici psk encrypt tunnel dont rekey xauth modecfg pull ikev allow saref track ike frag allow esn xauth psk conn prio interfac eth metric mtu unset sa prio auto sa tfc none xauth psk nflog group unset mark unset vti ifac unset vti rout vti share nic offload auto xauth psk idtyp id ipv addr id idtyp none id none xauth psk dpd action clear delay timeout nat encap yes nat keepal yes ikev natt xauth psk newest isakmp sa newest ipsec sa xauth psk ike algorithm des cbc hmac md modp des cbc hmac sha modp xauth psk esp algorithm des cbc hmac md des cbc hmac sha total ipsec connect load activ state inform ddo cooki requir accept new ike connect ike sas total half open open authent anonym ipsec sas total authent anonym l tp psk state main r sent mr isakmp sa establish event sa expir newest isakmp lastdpd seq idl l tp psk state quick r ipsec sa establish event sa expir newest ipsec erout owner isakmp idl l tp psk esp cba deesp e bref refhim traffic espin b espout b espmax b bare shunt list grep pluto var log auth log jan eb dc c pluto l tp psk receiv delet sa xc bb payload delet ipsec state jan eb dc c pluto l tp psk delet state state quick r age send notif jan eb dc c pluto l tp psk esp traffic inform b b jan eb dc c pluto l tp psk delet state state main r age send notif jan eb dc c pluto l tp psk delet connect l tp psk instanc peer isakmp ipsec jan eb dc c pluto l tp psk respond main mode unknown peer port jan eb dc c pluto l tp psk state main r sent mr expect mi jan eb dc c pluto l tp psk state main r sent mr expect mi jan eb dc c pluto l tp psk peer id id ipv addr jan eb dc c pluto l tp psk switch l tp psk l tp psk jan eb dc c pluto l tp psk delet connect l tp psk instanc peer isakmp ipsec jan eb dc c pluto l tp psk peer id id ipv addr jan eb dc c pluto l tp psk state main r sent mr isakmp sa establish auth preshar key cipher des cbc integ hmac md group modp jan eb dc c pluto l tp psk peer propos jan eb dc c pluto l tp psk nat travers receiv nat oa use first ignor other jan eb dc c pluto l tp psk respond quick mode propos msgid ac jan eb dc c pluto l tp psk us jan eb dc c pluto l tp psk jan eb dc c pluto l tp psk state quick r sent qr inbound ipsec sa instal expect qi transport mode esp nat xcba de x e b xfrm des cbc hmac sha natoa natd dpd activ jan eb dc c pluto l tp psk state quick r retransmiss wait second respons jan eb dc c pluto l tp psk state quick r ipsec sa establish transport mode esp nat xcba de x e b xfrm des cbc hmac sha natoa natd dpd activ grep xl tpd var log syslog tcp udp udp,ipsec l tp l tp l tp vpn des,18,194,ipsec|ddos|cookie|trust|encrypt|cbc|aes|hmac|sha|ssh|hash|username|fuzz|tunnelling|open auth|authentication|cipher|transport,1801,0.10771793448084398,0.44596192240715027
4528,https://api.github.com/repos/gitlabhq/gitlabhq/issues/4528,pr,allow ssh key type ecdsa rather rsa dsa slower older weaker,updat app model key rb permit ssh key type ecdsa rather forc dsa rsa algorithm,coverag increas pull ee c ef aaf akiva master c cb c e f gitlabhq master,4,8,ssh|ecdsa|dsa|rsa,43,0.18604651162790697,0.44500941038131714
2959,https://api.github.com/repos/alibaba/druid/issues/2959,issue,password encrypt problem,druid encrypt gener pair key publickey privatekey requir publickey encrypt password decrypt someon publickey encrypt password easili decrypt origin password use configtool,agre doubt,3,10,password|encrypt|crypt,28,0.35714285714285715,0.4446874260902405
9630,https://api.github.com/repos/grpc/grpc/issues/9630,issue,core stack support ecdh ecdsa cipher suit,current stack support rsa base cipher suit problem report,plan support ecdh ecdsa cipher suit futur use object c lib ongo pr merg close one,3,6,ecdsa|cipher|rsa,33,0.18181818181818182,0.4426689147949219
6781,https://api.github.com/repos/grpc/grpc/issues/6781,issue,build error rhel build boringssl crypto bn random c boringssl crypto cipher tls cbc c,issu relat third parti boringssl crypto cipher tls cbc c function tls sha final raw third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h third parti boringssl crypto cipher tls cbc c error sha ctx member name h,,5,111,crypt|cipher|tls|cbc|sha,311,0.35691318327974275,0.4419727623462677
16510,https://api.github.com/repos/nodejs/node/issues/16510,issue,add public privat key gener algorithm rsa ec crypto modul,crypto modul offer digit sign function two algorithm rsassa pkc v ecdsa must rsa ec gener public privat key pair understand crypto function gener pair ad crypto modul version platform subsystem crypto,see similar question rsa ec use crypto sign function close duplic comment issu ellipt curv support pull request welcom cours,5,15,private key|rsa|crypt|signing|ecdsa,63,0.23809523809523808,0.4396686851978302
7865,https://api.github.com/repos/etcd-io/etcd/issues/7865,issue,testtlsreloadatomicreplac tls privat key match public key,via,,3,4,tls|private key|public key,9,0.4444444444444444,0.4393915832042694
59,https://api.github.com/repos/Blankj/AndroidUtilCode/issues/59,issue,android encryptutil encrypt des base,public static byte des encodecbc byte key byte keyiv byte data throw except secretkey deskey null desedekeyspec spec new desedekeyspec key secretkeyfactori keyfactori secretkeyfactori getinst desed deskey keyfactori generatesecret spec cipher cipher cipher getinst desed cbc pkc pad ivparameterspec ips new ivparameterspec keyiv cipher init cipher encrypt mode deskey ips byte bout cipher dofin data return bout desed ecb nopad,sdk public static string tripled transform desed ecb nopad java nopad data tripled transform desed ecb pkc pad,4,12,encrypt|encode|cbc|cipher,84,0.14285714285714285,0.4377286732196808
2640,https://api.github.com/repos/pingcap/tidb/issues/2640,pr,support basic aes encrypt aes decrypt function,support aes encrypt aes decrypt support use differ aes mode accord system variabl support aes ecb see ptal,ptal lgtm ptal lgtm ptal lgtm lgtm,3,10,aes|encrypt|crypt,33,0.30303030303030304,0.43634387850761414
2461,https://api.github.com/repos/acmesh-official/acme.sh/issues/2461,issue,clarifi key file privat key,acm sh help print clarifi privat key oppos public key,key cert contain public key,2,4,private key|public key,21,0.19047619047619047,0.43190568685531616
412,https://api.github.com/repos/certbot/certbot/issues/412,issue,less verbos cipher list,cryptograph e b fd eafccd defba e f nginx ssl config follow valu ssl cipher ecdh ecdsa aes gcm sha ecdh ecdsa aes gcm sha ecdh ecdsa aes sha ecdh ecdsa aes sha ecdh ecdsa aes sha ecdh ecdsa aes sha ecdh rsa aes gcm sha ecdh rsa aes gcm sha ecdh rsa aes sha ecdh rsa aes sha ecdh rsa aes sha dhe rsa aes gcm sha dhe rsa aes gcm sha dhe rsa aes sha dhe rsa aes sha dhe rsa aes sha dhe rsa aes sha edh rsa des cbc sha wonder actual necessari much less verbos decent luck configur ssl cipher default anul enul adh rc rc des high medium low sslv exp md dss psk quali ssl lab ssl give rate cipher suit shorter configur allow see anoth potenti benefit simpli shorter allow futur cipher blacklist automat work think lot frontend web server configur peopl put togeth come copi past sampl variou blog post list basic one long magic string given lot peopl doubt let encrypt point refer someth right sort configur potenti give peopl configur revisit determin latest magic string possibl giant problem approach,say seek expert advic ciphersuit set ssl lab page make sure recommend well inform newest recommend imperfect forward secreci author doubt improv upon compar issu refer although form concis someth said abl see exactli cipher enabl definit suggest ssl lab test author cipher suit mention try show mayb aw idea practic reason suggest ask tls administr recommend guidanc ciphersuit select go try collect other said supersed hope good focus expert attent topic,12,77,cipher|crypt|ssl|ecdsa|aes|sha|rsa|cbc|blacklist|encrypt|authorise|tls,267,0.2883895131086142,0.43090763688087463
12895,https://api.github.com/repos/ansible/ansible/issues/12895,issue,ansibl ssh connect issu,issu tri connect use ssh connect use ansibl run ubuntu local unus devel e c f provis local cento machin use vagrant imag use vagrant ssh fine ssh cento machin fine commandlin machin ad known host copi id rsa pub file content local machin follow file root ssh author key home vagrant ssh auhtor key vagrant user cento machin noth seem work content ssh debug output use vvvv flag thought suggest help solv greatli appreci fatal mapproxi exampl org localhost unreach chang fals msg error ssh encount unknown error output openssh p ubuntu ubuntu openssl f jan rdebug read configur data etc ssh ssh config rdebug etc ssh ssh config line appli option rdebug auto mux tri exist master rdebug control socket home osbox ansibl cp ansibl ssh vagrant exist rdebug ssh connect needpriv rdebug connect port rdebug fd set nonblock rdebug fd clear nonblock rdebug connect establish rdebug timeout ms remain connect rdebug ident file home osbox ssh id rsa type rdebug key load public file directori rdebug ident file home osbox ssh id rsa cert type rdebug key load public file directori rdebug ident file home osbox ssh id dsa type rdebug key load public file directori rdebug ident file home osbox ssh id dsa cert type rdebug key load public file directori rdebug ident file home osbox ssh id ecdsa type rdebug key load public file directori rdebug ident file home osbox ssh id ecdsa cert type rdebug key load public file directori rdebug ident file home osbox ssh id ed type rdebug key load public file directori rdebug ident file home osbox ssh id ed cert type rdebug enabl compat mode protocol rdebug local version string ssh openssh p ubuntu ubuntu rdebug remot protocol version remot softwar version openssh rdebug match openssh pat openssh compat x rdebug fd set nonblock rdebug load hostkey load entri host file home osbox ssh known host rdebug load hostkey found key type rsa file home osbox ssh known host rdebug load hostkey load key rdebug order hostkeyalg prefer hostkeyalg ssh rsa cert v ssh msg kexinit sent rdebug ssh msg kexinit receiv rdebug kex pars kexinit curv sha kex pars kexinit ssh rsa cert v kex pars kexinit aes ctr aes ctr aes ctr aes gcmkex pars kexinit aes ctr aes ctr aes ctr aes gcmkex pars kexinit umac etmkex pars kexinit umac etmkex pars kexinit zlibkex pars kexinit zlibkex pars kexinit rdebug kex pars kexinit rdebug kex pars kexinit first kex follow rdebug kex pars kexinit reserv rdebug kex pars kexinit curv sha kex pars kexinit ssh rsa ecdsa sha nistp ssh ed rdebug kex pars kexinit aes ctr aes ctr aes ctr arcfour arcfour aes gcmkex pars kexinit aes ctr aes ctr aes ctr arcfour arcfour aes gcmkex pars kexinit hmac md etmkex pars kexinit hmac md etmkex pars kexinit none zlibkex pars kexinit none zlibkex pars kexinit rdebug kex pars kexinit rdebug kex pars kexinit first kex follow rdebug kex pars kexinit reserv rdebug mac setup setup umac etmkex server client aes ctr umac etmzlibmac setup setup umac etmkex client server aes ctr umac etmzlibsend ssh msg kex ecdh init rdebug expect ssh msg kex ecdh repli rdebug server host key rsa c b f c ed e ac rdebug load hostkey load entri host file home osbox ssh known host rdebug load hostkey found key type rsa file home osbox ssh known host rdebug load hostkey load key rdebug host known match rsa host key rdebug found key home osbox ssh known host rdebug kex deriv key rdebug newkey mode rdebug ssh msg newkey sent rdebug expect ssh msg newkey rdebug newkey mode rdebug ssh msg newkey receiv rdebug roam allow server rdebug ssh msg servic request sent rdebug servic accept ssh userauth rdebug ssh msg servic accept receiv rdebug key home osbox ssh id rsa x f c fa b rdebug key home osbox ssh id dsa nil rdebug key home osbox ssh id ecdsa nil rdebug key home osbox ssh id ed nil rdebug authent continu publickey gssapi keyex gssapi mic password rdebug start pass differ list publickey gssapi keyex gssapi mic password rdebug prefer gssapi mic gssapi keyex hostbas publickey rdebug authmethod lookup gssapi mic rdebug remain prefer gssapi keyex hostbas publickey rdebug authmethod enabl gssapi mic rdebug next authent method gssapi mic rdebug unspecifi gss failur minor code provid informationno kerbero credenti avail rdebug unspecifi gss failur minor code provid informationno kerbero credenti avail rdebug unspecifi gss failur minor code provid inform rdebug unspecifi gss failur minor code provid informationno kerbero credenti avail rdebug send packet disabl method rdebug authmethod lookup gssapi keyex rdebug remain prefer hostbas publickey rdebug authmethod enabl gssapi keyex rdebug next authent method gssapi keyex rdebug valid key exchang context rdebug send packet disabl method rdebug authmethod lookup publickey rdebug remain prefer publickey rdebug authmethod enabl publickey rdebug next authent method publickey rdebug offer rsa public key home osbox ssh id rsa rdebug send pubkey test rdebug sent publickey packet wait repli rdebug authent continu publickey gssapi keyex gssapi mic password rdebug tri privat key home osbox ssh id dsa rdebug ident home osbox ssh id dsa file directori rdebug tri privat key home osbox ssh id ecdsa rdebug ident home osbox ssh id ecdsa file directori rdebug tri privat key home osbox ssh id ed rdebug ident home osbox ssh id ed file directori rdebug send packet disabl method rdebug authent method try rpermiss deni publickey gssapi keyex gssapi mic password r unreach true,resolut,18,131,ssh|rsa|authorise|openssh|openssl|dsa|ecdsa|sha|aes|hmac|authentication|password|kerberos|credential|availability|validate|public key|private key,923,0.1419284940411701,0.42905107140541077
634,https://api.github.com/repos/ethereum/go-ethereum/issues/634,issue,import privat key alethzero,say keyfil assum contain unencrypt privat key canon ec raw byte format hex privat key obtain alethzero creat keyfil go import wiki updat,past hex privat key az told file ran geth account import creat differ address convert hex byte write file work close recommend,2,5,private key|encrypt,50,0.1,0.42828240990638733
1679,https://api.github.com/repos/square/okhttp/issues/1679,issue,certificatepinn pin public key rather spki,seem extract public key pin rather pin spki pin spki adam langley recommend avoid misinterpret attack hash subjectpublickeyinfo public key bit string spki includ type public key paramet along public key import hash public key leav one open misinterpret attack consid diffi hellman public key one hash public key full spki attack public key make client interpret differ group likewis one forc rsa key interpret dsa key etc plan move public key spki thank,okhttp use exact pin mechan chrome,7,20,certificate|public key|attack|hash|diffie hellman|rsa|dsa,87,0.22988505747126436,0.4282384216785431
28,https://api.github.com/repos/fatedier/frp/issues/28,issue,util pcrypto encrypt,gzip aes base aes ascii aes c base,base tlv base issu,3,5,crypt|encrypt|aes,16,0.3125,0.4272529184818268
406,https://api.github.com/repos/trekhleb/javascript-algorithms/issues/406,issue,add cryptographi,list ad repositori cryptographi section caesar cipher vigener cipher hill cipher,add caesar cipher vigener cipher vigener cipher done hill cipher,2,9,crypt|cipher,24,0.375,0.42664381861686707
16618,https://api.github.com/repos/electron/electron/issues/16618,pr,fix expos aes cfb cipher boringssl backport x,backport see pr detail note restor support aes cfb cipher lost switch openssl boringssl,releas note persist restor support aes cfb cipher lost switch openssl boringssl,3,8,aes|cipher|openssl,35,0.22857142857142856,0.42609113454818726
